family,groups,seed,repeat,order_index,method,status,certified,objective,upper_bound,relative_gap,seconds,nodes,theta_integer_solves,interval_bound_evaluations,interval_splits,thresholds_covered_by_prunes
correlated_risk,30,2,1,2,scip,optimal,True,629.6610215931211,629.6610215931211,0.0,1.3196904999786057,1334,0,0,0,0
correlated_risk,30,2,1,3,envelope,time_limit,False,628.3054581572769,630.9108600161392,0.004146712120731043,5.003497291996609,1380,2,1,0,0
near_tie,30,0,0,0,enumeration,optimal,True,528.7264751809771,528.7264751809771,0.0,0.6361320829892065,147,3,0,0,20
near_tie,30,0,0,1,scip,optimal,True,528.7264751809771,528.7264751809771,0.0,1.6478647920012008,25,0,0,0,0
near_tie,30,0,0,2,envelope,optimal,True,528.7264751809771,528.7264751809771,0.0,1.5989902919973247,147,8,22,11,20
near_tie,30,0,0,3,clique,optimal,True,528.7264751809771,528.7264751809771,0.0,0.6502420000033453,147,8,22,11,20
near_tie,30,0,1,0,scip,optimal,True,528.7264751809771,528.7264751809771,0.0,1.7405948750092648,25,0,0,0,0
near_tie,30,0,1,1,envelope,optimal,True,528.7264751809771,528.7264751809771,0.0,1.5420843330211937,147,8,22,11,20
near_tie,30,0,1,2,clique,optimal,True,528.7264751809771,528.7264751809771,0.0,0.6181308329978492,147,8,22,11,20
near_tie,30,0,1,3,enumeration,optimal,True,528.7264751809771,528.7264751809771,0.0,0.6371634590032045,147,3,0,0,20
near_tie,30,1,0,0,scip,optimal,True,526.740624444015,526.740624444015,0.0,1.1032692080189008,806,0,0,0,0
near_tie,30,1,0,1,envelope,optimal,True,526.740624444015,526.740624444015,0.0,2.821281165990513,619,6,18,9,22
near_tie,30,1,0,2,clique,optimal,True,526.740624444015,526.740624444015,0.0,2.352880999998888,619,6,18,9,22
near_tie,30,1,0,3,enumeration,optimal,True,526.740624444015,526.740624444015,0.0,1.27599958301289,305,1,0,0,22
near_tie,30,1,1,0,envelope,optimal,True,526.740624444015,526.740624444015,0.0,2.8230878330068663,619,6,18,9,22
near_tie,30,1,1,1,clique,optimal,True,526.740624444015,526.740624444015,0.0,2.371540082996944,619,6,18,9,22
near_tie,30,1,1,2,enumeration,optimal,True,526.740624444015,526.740624444015,0.0,1.266906040982576,305,1,0,0,22
near_tie,30,1,1,3,scip,optimal,True,526.740624444015,526.740624444015,0.0,1.1081951250089332,806,0,0,0,0
near_tie,30,2,0,0,envelope,optimal,True,528.66922455503,528.66922455503,0.0,4.627215499989688,1238,6,18,9,22
near_tie,30,2,0,1,clique,optimal,True,528.66922455503,528.66922455503,0.0,4.115302291989792,1238,6,18,9,22
near_tie,30,2,0,2,enumeration,optimal,True,528.66922455503,528.66922455503,0.0,0.8922972079890314,218,2,0,0,22
near_tie,30,2,0,3,scip,optimal,True,528.66922455503,528.66922455503,0.0,1.0698756250203587,253,0,0,0,0
near_tie,30,2,1,0,clique,optimal,True,528.66922455503,528.66922455503,0.0,4.0896794160071295,1238,6,18,9,22
